cluster_name,cluster_context,cluster_server,record_type,name,namespace,detail_1,detail_2,detail_3,detail_4,detail_5,detail_6
ocp-prod-central,admin/api-ocp-prod-central:6443,https://api.ocp-prod-central.example.com:6443,image_stream_policy,billing-web,billing-app,true,2,,Local,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,build_default_config,cluster,,http://proxy.example.com:3128,vendor;build-date;commit-sha,cpu=2;memory=4Gi,cpu=500m;memory=1Gi,1,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,build_config,payments-build,payments-prod,Source,registry.example.com/builders/ubi9-s2i:latest,git-source-secret,registry-push-secret,false,false|false
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,build_config,billing-build,billing-app,Source,registry.example.com/builders/ubi9-s2i:latest,git-source-secret,registry-push-secret,false,false|false
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,image_stream_policy,payments-api,payments-prod,true,3,,Local,,
ocp-staging,admin/api-ocp-staging:6443,https://api.ocp-staging.example.com:6443,image_stream_policy,billing-web,billing-app,true,2,,Local,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,build_default_config,cluster,,http://proxy.example.com:3128,vendor;build-date;commit-sha,cpu=2;memory=4Gi,cpu=500m;memory=1Gi,1,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,build_config,payments-build,payments-prod,Source,registry.example.com/builders/ubi9-s2i:latest,git-source-secret,registry-push-secret,false,false|false
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,build_config,billing-build,billing-app,Source,registry.example.com/builders/ubi9-s2i:latest,git-source-secret,registry-push-secret,false,false|false
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,image_stream_policy,payments-api,payments-prod,true,3,,Local,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,image_stream_policy,billing-web,billing-app,true,2,,Local,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,build_default_config,cluster,,http://proxy.example.com:3128,vendor;build-date;commit-sha,cpu=2;memory=4Gi,cpu=500m;memory=1Gi,1,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,build_config,payments-build,payments-prod,Source,registry.example.com/builders/ubi9-s2i:latest,git-source-secret,registry-push-secret,false,false|false
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,build_config,billing-build,billing-app,Source,registry.example.com/builders/ubi9-s2i:latest,git-source-secret,registry-push-secret,false,false|false
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,image_stream_policy,payments-api,payments-prod,true,3,,Local,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,image_stream_policy,billing-web,billing-app,true,2,,Local,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,build_default_config,(none),,,,,,0,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,build_config,legacy-app,default,Docker,docker.io/library/ubuntu:latest,,,true,false|true
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,build_config,custom-builder,sandbox-builds,Custom,registry.example.com/builders/privileged:dev,,,true,true|false
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,image_stream_policy,legacy-app,default,false,5,latest;dev,Source,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,build_default_config,(none),,,,,,0,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,build_config,legacy-app,default,Docker,docker.io/library/ubuntu:latest,,,true,false|true
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,build_config,custom-builder,sandbox-builds,Custom,registry.example.com/builders/privileged:dev,,,true,true|false
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,image_stream_policy,legacy-app,default,false,5,latest;dev,Source,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,build_default_config,(none),,,,,,0,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,build_config,legacy-app,default,Docker,docker.io/library/ubuntu:latest,,,true,false|true
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,build_config,custom-builder,sandbox-builds,Custom,registry.example.com/builders/privileged:dev,,,true,true|false
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,image_stream_policy,legacy-app,default,false,5,latest;dev,Source,,
