cluster_name,cluster_context,cluster_server,record_type,name,namespace,detail_1,detail_2,detail_3,detail_4,detail_5,detail_6
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,apiserver_config,cluster,,Default,Intermediate,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,apiserver_admission_plugin,kube-apiserver,,LimitRanger;ResourceQuota;PodSecurity;NodeRestriction;MutatingAdmissionWebhook;ValidatingAdmissionWebhook,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,default_admission_plugin,LimitRanger,,enabled,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,default_admission_plugin,ResourceQuota,,enabled,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,default_admission_plugin,PodSecurity,,enabled,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,default_admission_plugin,NodeRestriction,,enabled,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,default_admission_plugin,MutatingAdmissionWebhook,,enabled,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,default_admission_plugin,ValidatingAdmissionWebhook,,enabled,,,,,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,validating_webhook,gatekeeper-validating-webhook-configuration/validation.gatekeeper.sh,,Fail,10,None,Namespaced,pods;deployments,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,validating_webhook,machine-api/validation.machine.openshift.io,,Fail,10,None,Cluster,machines,
ocp-stage-west,admin/api-ocp-stage-west:6443,https://api.ocp-stage-west.example.com:6443,mutating_webhook,pod-identity-webhook/pod-identity-webhook.openshift.io,,Fail,5,None,Namespaced,pods,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,apiserver_config,cluster,,Default,Intermediate,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,apiserver_admission_plugin,kube-apiserver,,LimitRanger;ResourceQuota;PodSecurity;NodeRestriction;MutatingAdmissionWebhook;ValidatingAdmissionWebhook,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,default_admission_plugin,LimitRanger,,enabled,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,default_admission_plugin,ResourceQuota,,enabled,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,default_admission_plugin,PodSecurity,,enabled,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,default_admission_plugin,NodeRestriction,,enabled,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,default_admission_plugin,MutatingAdmissionWebhook,,enabled,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,default_admission_plugin,ValidatingAdmissionWebhook,,enabled,,,,,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,validating_webhook,gatekeeper-validating-webhook-configuration/validation.gatekeeper.sh,,Fail,10,None,Namespaced,pods;deployments,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,validating_webhook,machine-api/validation.machine.openshift.io,,Fail,10,None,Cluster,machines,
ocp-stage-eu,admin/api-ocp-stage-eu:6443,https://api.ocp-stage-eu.example.com:6443,mutating_webhook,pod-identity-webhook/pod-identity-webhook.openshift.io,,Fail,5,None,Namespaced,pods,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,apiserver_config,cluster,,Default,Old,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,apiserver_admission_plugin,kube-apiserver,,LimitRanger;NodeRestriction,PodSecurity,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,default_admission_plugin,LimitRanger,,enabled,,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,default_admission_plugin,ResourceQuota,,default,,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,default_admission_plugin,PodSecurity,,disabled,,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,default_admission_plugin,NodeRestriction,,enabled,,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,default_admission_plugin,MutatingAdmissionWebhook,,default,,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,default_admission_plugin,ValidatingAdmissionWebhook,,default,,,,,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,validating_webhook,lab-webhook/validation.example.com,,Ignore,30,Unknown,*,*,
ocp-dev,admin/api-ocp-dev:6443,https://api.ocp-dev.example.com:6443,mutating_webhook,lab-mutator/mutation.example.com,,Ignore,30,Unknown,*,*,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,apiserver_config,cluster,,Default,Old,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,apiserver_admission_plugin,kube-apiserver,,LimitRanger;NodeRestriction,PodSecurity,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,default_admission_plugin,LimitRanger,,enabled,,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,default_admission_plugin,ResourceQuota,,default,,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,default_admission_plugin,PodSecurity,,disabled,,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,default_admission_plugin,NodeRestriction,,enabled,,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,default_admission_plugin,MutatingAdmissionWebhook,,default,,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,default_admission_plugin,ValidatingAdmissionWebhook,,default,,,,,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,validating_webhook,lab-webhook/validation.example.com,,Ignore,30,Unknown,*,*,
ocp-dev-west,admin/api-ocp-dev-west:6443,https://api.ocp-dev-west.example.com:6443,mutating_webhook,lab-mutator/mutation.example.com,,Ignore,30,Unknown,*,*,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,apiserver_config,cluster,,Default,Old,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,apiserver_admission_plugin,kube-apiserver,,LimitRanger;NodeRestriction,PodSecurity,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,default_admission_plugin,LimitRanger,,enabled,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,default_admission_plugin,ResourceQuota,,default,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,default_admission_plugin,PodSecurity,,disabled,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,default_admission_plugin,NodeRestriction,,enabled,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,default_admission_plugin,MutatingAdmissionWebhook,,default,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,default_admission_plugin,ValidatingAdmissionWebhook,,default,,,,,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,validating_webhook,lab-webhook/validation.example.com,,Ignore,30,Unknown,*,*,
ocp-sandbox,admin/api-ocp-sandbox:6443,https://api.ocp-sandbox.example.com:6443,mutating_webhook,lab-mutator/mutation.example.com,,Ignore,30,Unknown,*,*,
